phen	h2.obs	h2.latent	ascertained	p	locus	chr	start	stop	pair_id	univ_threshold
IBD_FinnGen_R12	0.000326238	0.00255599	FALSE	5.86938e-10	2316	19	8199017	9105577	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.77607e-05	9.64339e-05	FALSE	0.0584139	2317	19	9105578	10028840	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.00347e-05	6.68395e-05	FALSE	0.207762	2318	19	10028841	11681978	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000317006	0.00248366	FALSE	1.41391e-08	2318	19	10028841	11681978	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.60886e-05	0.000110338	FALSE	0.0639775	2319	19	11681979	13213186	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000216988	0.00170004	FALSE	3.26742e-06	2319	19	11681979	13213186	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000237249	0.000396097	FALSE	1.88819e-06	2320	19	13213187	13968319	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000243674	0.00190912	FALSE	1.09644e-06	2320	19	13213187	13968319	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	7.49013e-05	0.000125051	FALSE	0.0447921	2321	19	13968320	14891100	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000154669	0.00121179	FALSE	0.000465135	2321	19	13968320	14891100	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000165843	0.000276882	FALSE	0.000222317	2322	19	14891101	15650185	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000144241	0.00113009	FALSE	0.000978073	2322	19	14891101	15650185	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.81378e-05	4.69771e-05	FALSE	0.178399	2323	19	15650186	16079006	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	6.9461e-05	0.000544208	FALSE	0.0175574	2323	19	15650186	16079006	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.88522e-05	9.82561e-05	FALSE	0.0824974	2324	19	16079007	17045963	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	6.78384e-05	0.000531495	FALSE	0.0563259	2324	19	16079007	17045963	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.35415e-05	3.93035e-05	FALSE	0.28838	2325	19	17045964	17750518	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000244238	0.00191354	FALSE	5.78546e-07	2325	19	17045964	17750518	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000206145	0.000344168	FALSE	1.37388e-05	2326	19	17750519	18504867	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000363244	0.00284592	FALSE	3.80015e-12	2326	19	17750519	18504867	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	7.54576e-05	0.000125979	FALSE	0.0371031	2327	19	18504868	19749166	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.97613e-05	0.000781602	FALSE	0.0103836	2327	19	18504868	19749166	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.23534e-05	0.000154188	FALSE	0.00765896	2328	19	19749167	20485499	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	3.27432e-05	5.46661e-05	FALSE	0.106188	2329	19	20485500	21155862	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	4.89246e-05	0.000383311	FALSE	0.0396102	2330	19	21155863	21822653	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.30517e-05	8.85719e-05	FALSE	0.0642158	2331	19	21822654	22729408	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.20961e-06	7.21548e-05	FALSE	0.378685	2331	19	21822654	22729408	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	3.61452e-05	6.03459e-05	FALSE	0.106745	2332	19	22729409	23468992	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	1.06516e-05	1.77833e-05	FALSE	0.332826	2334	19	24567342	28555845	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000123266	0.000205798	FALSE	0.00111268	2335	19	28555846	29389090	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000176819	0.000295206	FALSE	0.000196866	2336	19	29389091	30375792	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000453183	0.000756607	FALSE	8.6646e-15	2337	19	30375793	31763008	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.07889e-05	0.000397917	FALSE	0.148424	2337	19	30375793	31763008	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000297037	0.000495914	FALSE	1.38692e-08	2338	19	31763009	33028099	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000123538	0.000967882	FALSE	0.00578098	2338	19	31763009	33028099	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000237797	0.00186307	FALSE	1.4318e-07	2339	19	33028100	33785835	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000314787	0.000525549	FALSE	1.83453e-09	2340	19	33785836	34633274	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	7.96449e-05	0.000623996	FALSE	0.0448043	2340	19	33785836	34633274	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	7.84553e-05	0.000130984	FALSE	0.0349531	2341	19	34633275	35649343	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.06004e-05	8.44794e-05	FALSE	0.141362	2342	19	35649344	36638122	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00013685	0.00107219	FALSE	0.00315357	2342	19	35649344	36638122	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	2.24855e-06	1.76168e-05	FALSE	0.456343	2343	19	36638123	38472870	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.67415e-05	9.47322e-05	FALSE	0.0851346	2344	19	38472871	39370419	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.06381e-05	0.000710125	FALSE	0.0169584	2344	19	38472871	39370419	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	1.77647e-05	2.96588e-05	FALSE	0.323123	2345	19	39370420	40171413	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000152533	0.00119505	FALSE	0.00036895	2345	19	39370420	40171413	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.48789e-05	7.49272e-05	FALSE	0.119365	2346	19	40171414	41004105	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000225758	0.00176875	FALSE	1.85321e-07	2346	19	40171414	41004105	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000165656	0.000276569	FALSE	0.000190522	2347	19	41004106	41733463	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000169311	0.0013265	FALSE	0.000145022	2347	19	41004106	41733463	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000122596	0.000204679	FALSE	0.00336562	2348	19	41733464	43317282	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000150991	0.00118298	FALSE	0.000527479	2348	19	41733464	43317282	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.50227e-05	0.000108558	FALSE	0.0216413	2349	19	43317283	43960958	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.65362e-06	1.44476e-05	FALSE	0.406423	2350	19	43960959	45040932	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000247548	0.00193947	FALSE	1.77271e-07	2350	19	43960959	45040932	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000197102	0.000329069	FALSE	5.66031e-05	2351	19	45040933	45893307	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000133941	0.00104939	FALSE	0.0032998	2351	19	45040933	45893307	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000106588	0.000177953	FALSE	0.00825549	2352	19	45893308	46765060	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000101305	0.000793696	FALSE	0.0110581	2352	19	45893308	46765060	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000114669	0.000191444	FALSE	0.00819086	2353	19	46765061	47752727	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000348752	0.00273237	FALSE	4.70464e-11	2353	19	46765061	47752727	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000108589	0.000181294	FALSE	0.00943899	2354	19	47752728	48573065	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000164504	0.00128884	FALSE	0.000298396	2354	19	47752728	48573065	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000158178	0.000264084	FALSE	0.000390419	2355	19	48573066	49415189	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000159225	0.00124749	FALSE	0.000361798	2355	19	48573066	49415189	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000127549	0.000212949	FALSE	0.00410088	2356	19	49415190	50451925	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000173194	0.00135692	FALSE	0.000235983	2356	19	49415190	50451925	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000193347	0.000322801	FALSE	4.50927e-05	2357	19	50451926	51259178	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00011437	0.000896058	FALSE	0.00757587	2357	19	50451926	51259178	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000185594	0.000309857	FALSE	0.000142272	2358	19	51259179	51903804	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.73871e-05	0.000292917	FALSE	0.208164	2358	19	51259179	51903804	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.04741e-05	0.000100964	FALSE	0.0919382	2359	19	51903805	52678748	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	7.0363e-05	0.000551275	FALSE	0.0626551	2359	19	51903805	52678748	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000125806	0.000210038	FALSE	0.00537474	2360	19	52678749	53431217	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.27411e-05	0.000104749	FALSE	0.0936414	2361	19	53431218	54042240	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00011259	0.000882113	FALSE	0.0112014	2361	19	53431218	54042240	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000261997	0.000437414	FALSE	1.94052e-07	2362	19	54042241	54602370	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000146992	0.00115164	FALSE	0.0012352	2362	19	54042241	54602370	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000105774	0.000176593	FALSE	0.0134858	2363	19	54602371	55182973	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000311281	0.0024388	FALSE	2.55774e-09	2363	19	54602371	55182973	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.83727e-05	0.000147542	FALSE	0.0157366	2364	19	55182974	55714085	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000161152	0.00126258	FALSE	0.000105693	2364	19	55182974	55714085	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	3.05468e-05	5.09991e-05	FALSE	0.256394	2365	19	55714086	56411086	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000230129	0.001803	FALSE	8.1867e-06	2365	19	55714086	56411086	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000142338	0.000237639	FALSE	0.002318	2366	19	56411087	57143509	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.86008e-05	0.000459121	FALSE	0.108501	2366	19	56411087	57143509	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.32651e-05	0.00015571	FALSE	0.0287561	2367	19	57143510	57959952	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	8.36482e-05	0.00065536	FALSE	0.0431325	2367	19	57143510	57959952	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	3.33286e-05	5.56435e-05	FALSE	0.216606	2368	19	57959953	59118811	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000144344	0.000240988	FALSE	0.00401831	2369	20	60795	884241	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000166798	0.00130681	FALSE	0.00121838	2369	20	60795	884241	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.64232e-05	0.000144287	FALSE	0.0380201	2370	20	884242	1771285	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	7.92666e-05	0.000621032	FALSE	0.0509047	2370	20	884242	1771285	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.17989e-05	0.000153262	FALSE	0.0312741	2371	20	1771286	2668108	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00013644	0.00106897	FALSE	0.00352515	2371	20	1771286	2668108	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000258602	0.000431747	FALSE	2.42277e-07	2372	20	2668109	3736551	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000152755	0.0011968	FALSE	0.000829205	2372	20	2668109	3736551	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000286816	0.000478851	FALSE	3.54942e-08	2373	20	3736552	4591847	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000246545	0.00193161	FALSE	1.17598e-06	2373	20	3736552	4591847	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000224109	0.000374159	FALSE	6.61673e-06	2374	20	4591848	5379450	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	7.40671e-05	0.000123658	FALSE	0.0574188	2375	20	5379451	6128358	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.62867e-05	0.00044099	FALSE	0.111663	2375	20	5379451	6128358	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.87924e-05	4.80701e-05	FALSE	0.260347	2376	20	6128359	7231796	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.99514e-06	3.13008e-05	FALSE	0.454087	2376	20	6128359	7231796	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	3.63851e-05	6.07464e-05	FALSE	0.145539	2377	20	7231797	7959828	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	2.69394e-05	0.000211062	FALSE	0.212043	2377	20	7231797	7959828	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.41626e-05	4.03404e-05	FALSE	0.299378	2378	20	7959829	9279550	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000225226	0.00176458	FALSE	1.15263e-05	2378	20	7959829	9279550	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000122374	0.000204309	FALSE	0.00743325	2379	20	9279551	10279603	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00015264	0.00119589	FALSE	0.00140569	2379	20	9279551	10279603	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000174983	0.000292141	FALSE	0.000263048	2380	20	10279604	11257012	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000217723	0.0017058	FALSE	1.21458e-05	2380	20	10279604	11257012	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	6.56852e-05	0.000109664	FALSE	0.0587342	2381	20	11257013	12353961	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	2.40064e-05	0.000188083	FALSE	0.270766	2381	20	11257013	12353961	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.60584e-06	4.35055e-06	FALSE	0.463689	2382	20	12353962	13202335	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.81055e-05	0.00045524	FALSE	0.0925579	2382	20	12353962	13202335	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	3.97473e-05	6.63597e-05	FALSE	0.15732	2383	20	13202336	14203755	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.48252e-05	0.000742929	FALSE	0.0119212	2383	20	13202336	14203755	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.46013e-05	7.44637e-05	FALSE	0.137439	2384	20	14203756	15238519	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.54358e-05	7.58569e-05	FALSE	0.156899	2385	20	15238520	15962576	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	2.50353e-05	0.000196145	FALSE	0.282556	2385	20	15238520	15962576	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.37409e-05	0.000139809	FALSE	0.0260804	2386	20	15962577	16661516	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	7.03356e-05	0.00055106	FALSE	0.0493405	2386	20	15962577	16661516	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000208981	0.000348902	FALSE	5.64087e-06	2387	20	16661517	17359290	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.91876e-05	0.000150329	FALSE	0.314593	2387	20	16661517	17359290	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000181499	0.00030302	FALSE	0.000102809	2388	20	17359291	18058524	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.20074e-05	8.68285e-05	FALSE	0.0898836	2389	20	18058525	18959419	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	7.87355e-05	0.000616871	FALSE	0.0243318	2389	20	18058525	18959419	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000215764	0.000360227	FALSE	1.6242e-05	2390	20	18959420	19957928	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000173589	0.00136002	FALSE	0.000317103	2390	20	18959420	19957928	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.58691e-05	9.32757e-05	FALSE	0.121037	2391	20	19957929	21682377	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.94439e-05	0.00014933	FALSE	0.0209356	2393	20	22780957	23808562	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.14978e-05	6.92823e-05	FALSE	0.126984	2394	20	23808563	24487128	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.43881e-05	7.41078e-05	FALSE	0.0964603	2395	20	24487129	25181038	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.31805e-06	2.5996e-05	FALSE	0.444867	2395	20	24487129	25181038	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.99589e-05	5.00176e-05	FALSE	0.121025	2396	20	25181039	26318858	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	2.42104e-05	0.000189682	FALSE	0.167193	2396	20	25181039	26318858	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.00171e-05	3.34193e-05	FALSE	0.23999	2397	20	26318859	30569659	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.74773e-06	1.3693e-05	FALSE	0.45831	2397	20	26318859	30569659	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.87442e-05	0.000164857	FALSE	0.0206747	2398	20	30569660	32484506	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00014695	0.00115131	FALSE	0.00159687	2398	20	30569660	32484506	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.37376e-05	0.000107631	FALSE	0.324511	2399	20	32484507	33890060	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.75425e-05	0.000294135	FALSE	0.194114	2400	20	33890061	35990261	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000200695	0.000335068	FALSE	3.29468e-05	2401	20	35990262	37253657	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000147861	0.00115845	FALSE	0.00123026	2401	20	35990262	37253657	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.70187e-05	0.000133337	FALSE	0.325239	2402	20	37253658	38427594	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000326613	0.000545294	FALSE	2.71041e-09	2403	20	38427595	40272390	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000527814	0.00413528	FALSE	1.00469e-18	2403	20	38427595	40272390	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000120308	0.00020086	FALSE	0.00727364	2404	20	40272391	41351514	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000272698	0.00213652	FALSE	1.51647e-07	2404	20	40272391	41351514	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000151984	0.000253744	FALSE	0.000842874	2405	20	41351515	42185671	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.73387e-05	0.000449233	FALSE	0.102226	2405	20	41351515	42185671	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000167911	0.000280334	FALSE	0.000275147	2406	20	42185672	43008890	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.36258e-05	0.000420144	FALSE	0.115431	2406	20	42185672	43008890	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	5.05582e-06	8.44089e-06	FALSE	0.442065	2407	20	43008891	44072210	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000205069	0.00160666	FALSE	1.445e-05	2407	20	43008891	44072210	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000193892	0.000323711	FALSE	0.000170829	2408	20	44072211	45673603	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	6.83224e-05	0.000535287	FALSE	0.0878491	2408	20	44072211	45673603	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000123194	0.000205678	FALSE	0.00429453	2409	20	45673604	46486132	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	8.37741e-05	0.000139864	FALSE	0.0315066	2410	20	46486133	47203836	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.00010609	0.000831184	FALSE	0.0102902	2410	20	46486133	47203836	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.28115e-05	7.14755e-05	FALSE	0.132852	2411	20	47203837	48212975	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	1.2416e-05	9.72759e-05	FALSE	0.360965	2411	20	47203837	48212975	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000193933	0.00032378	FALSE	4.09076e-05	2412	20	48212976	49236418	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000181719	0.00142371	FALSE	0.000100789	2412	20	48212976	49236418	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000171856	0.000286921	FALSE	0.000834611	2413	20	49236419	50653620	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000354585	0.00277808	FALSE	8.66864e-10	2413	20	49236419	50653620	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000193687	0.000323369	FALSE	2.54529e-06	2414	20	50653621	51533750	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.308e-05	0.000259173	FALSE	0.180469	2414	20	50653621	51533750	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000316755	0.000528835	FALSE	9.7853e-09	2415	20	51533751	52411532	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	9.42492e-06	7.38416e-05	FALSE	0.413439	2415	20	51533751	52411532	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000235324	0.000392883	FALSE	1.411e-06	2416	20	52411533	53120334	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	3.27679e-05	0.000256727	FALSE	0.224758	2416	20	52411533	53120334	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	3.74935e-05	6.25968e-05	FALSE	0.167	2417	20	53120335	53879803	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.00011763	0.000196388	FALSE	0.00371199	2418	20	53879804	54743694	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	5.50734e-06	4.31485e-05	FALSE	0.433775	2418	20	53879804	54743694	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	0.000202675	0.000338373	FALSE	4.48289e-05	2419	20	54743695	55448075	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	9.09733e-05	0.000151884	FALSE	0.0281423	2420	20	55448076	56172843	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000204096	0.00159903	FALSE	3.0553e-05	2420	20	55448076	56172843	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	2.50475e-05	4.18178e-05	FALSE	0.290892	2421	20	56172844	56951773	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000161286	0.00126363	FALSE	0.0007852	2421	20	56172844	56951773	HowardMDD__FinnGenIBD	5.01002004008016e-06
MDD_Howard2019	4.05261e-05	6.766e-05	FALSE	0.191938	2422	20	56951774	57924037	HowardMDD__FinnGenIBD	5.01002004008016e-06
IBD_FinnGen_R12	0.000252063	0.00197485	FALSE	1.04161e-06	2422	20	56951774	57924037	HowardMDD__FinnGenIBD	5.01002004008016e-06
